,place,lat,lon
2818,Caribbean Basin,10.6802662,-61.5255597
2819,Java,-6.7115076,110.6337137
2820,Hampton,37.0264414,-76.3442846
2821,Green River,41.5290933,-109.466473
2822,Wake Island,19.2960859,166.6269779
2823,"the Argentine Republic, Uruguay",,
2824,Plain,43.2788776,-90.0437354
2825,Corregidor,9.6928384,126.0774192
2826,the Rio Hondo,6.8999655,122.0850568
2827,the Federal States,38.8939168,-77.0426534
2828,the west coast,53.527796,-113.4865221
2829,Palo Alto,37.4443293,-122.1598465
2830,Salvador,13.8000382,-88.9140683
2831,East Caribbean States,,
2832,Reykjavik,64.145981,-21.9422367
2833,the North Koreans,,
2834,the Porcupine River,,
2835,the East Coast,1.3839993,103.8374029
2836,New York City Police Department,40.7367617,-73.9834726
2837,red states,44.5641471,-92.5365886
2838,East Asia,-6.1951151,106.6985818
2839,Indianapolis,39.7683331,-86.1583502
2840,the united mass,42.2511766,-71.0029417
2841,CLOSED,51.5345954,9.9263647
2842,Botswana,-23.1681782,24.5928742
2843,Panama Railroad,30.1828019,-85.6429839
2844,Tagal,9.5670661,15.2808452
2845,Understand,49.4380793,10.373852
2846,Nature,35.7158995,139.7766878
2847,Straits,34.729051,-76.5710368
2848,0111,40.4779801,49.6663084
2849,War,39.4203978,-84.180897
2850,beriberi,11.4609147,4.1471032
2851,colonies,38.9270858,-92.3635076
2852,the Republican Convention,,
2853,Yeadon,39.9390017,-75.2554605
2854,Kenya,1.4419683,38.4313975
2855,Abbottabad,34.1436136,73.2132747
2856,Philadelphia,39.9527237,-75.1635262
2857,Zelenskyy,40.4521709,-3.6388001
2858,the Soviet Backfire,,
2859,Savannah,32.0790074,-81.0921335
2860,the Cape Verde Islands,,
2861,found.&nbsp;Our,,
2862,these United States of America,40.5358837,-74.5895895
2863,allies.</span,,
2864,South Atlantic,12.1793275,-83.7774051
2865,Empress,50.9552765,-110.0084001
2866,Oak,37.7222592,-122.2170166
2867,Tacubaya,19.4008508,-99.187693
2868,Israel,30.8124247,34.8594762
2869,truly&nbsp,,
2870,the  States of,46.005537,-112.6160475
2871,normal;font-weight:400;letter,,
2872,Quincy,42.2509914,-71.0037374
2873,The Republic of Panama,38.922587,-77.0575865
2874,make.&nbsp;&nbsp,,
2875,Cheyennes,44.9090476,-0.2242418
2876,Seoul,37.5666791,126.9782914
2877,San Pedro River,31.9962421,-110.3001635
2878,Swansea,51.6195955,-3.9459248
2879,Priest Rapids,46.7548536,-119.9722714
2880,West Des Moines,41.5644476,-93.7594059
2881,the District of Columbia.<br,38.8950368,-77.0365427
2882,Korean Peninsula,36.9906346,128.11964
2883,Germany,51.1638175,10.4478313
2884,Eastern Asia,7.9375612,81.5007073
2885,Houston,29.7589382,-95.3676974
2886,Tuskegee,32.4240535,-85.6908715
2887,Cape San Juan,-15.3810202,-75.2065527
2888,San Juan de Nicaragua,10.9209607,-83.9081872
2889,Ku'damm,48.2189725,16.393153
2890,Sail Diego,32.7886599,-117.2464257
2891,the Java Sea,,
2892,Nationand,,
2893,Kosovo.&nbsp,,
2894,Yalta,44.4987874,34.1689358
2895,Rabin,49.8141864,14.4360955
2896,Kindred,46.648578,-97.017032
2897,illness;</span><br><br><span,,
2898,Del Latta,34.3371047,-79.4311616
2899,Oklahoma City,35.4729886,-97.5170536
2900,Denisha,,
2901,Ste,13.0368003,80.2464194
2902,a United States,42.0780746,-87.8638938
2903,Detroit,42.3315509,-83.0466403
2904,the Republic of Panama,38.922587,-77.0575865
2905,British Empire,49.4495267,11.0751734
2906,Miami,25.7741566,-80.1935973
2907,Raleigh,35.7803977,-78.6390989
2908,Upstate New York,40.7263208,-73.986456
2909,Andover,42.65717,-71.1408776
2910,the Rhine River,49.2404201,8.3978491
2911,Dorwan,,
2912,the Republic of Cuba,0.3245129,32.6001089
2913,Ohio,40.2253569,-82.6881395
2914,better.&nbsp,,
2915,the Panama Railroad,,
2916,the South Manchurian,-35.1374917,139.2439791
2917,Galesburg,40.9475652,-90.3712169
2918,the Bay of Gibraltar,45.1269815,-87.2436587
2919,the States of Maryland,33.7118748,-117.7924904
2920,Cape Mala,39.8531013,4.1591004
2921,Kentucky,37.5726028,-85.1551411
2922,Ishmael,37.8061571,-91.0568009
2923,Eliana,-25.9178745,-48.5805811
2924,Rice County,38.3266261,-98.2007179
2925,the Persian Gulf,34.0554039,-118.442059
2926,the Lenin Hills,,
2927,Malphine,,
2928,the Far East,53.8477243,-8.9625591
2929,Reno,50.4693743,7.3499986
2930,Escape,41.038659,-73.5427853
2931,needs.&nbsp,,
2932,Sword Beach,49.3393115,-0.5372634
2933,Eastport,44.9050394,-66.9846372
2934,Maine,45.709097,-68.8590201
2935,Esfahan,32.6707877,51.6650002
2936,Easter,34.6456223,-102.3968676
2937,United Italy,-1.2361862,36.8100473
2938,Southern America,34.021869,-118.2858579
2939,Mount Hope,37.8686224,-97.665047
2940,Andalusia,37.3399964,-4.5811614
2941,North Carolina's,35.4930942,-82.9594285
2942,Syria,34.6401861,39.0494106
2943,Jenna.&nbsp,,
2944,doubt:&nbsp,,
2945,The State of Indiana,40.6459206,-79.2807008
2946,Hasty,38.1124258,-102.9573667
2947,Earle,35.270644,-90.4657018
2948,Tehuantepec,17.1835817,-94.5905353
2949,Bedloes Island,,
2950,Monrovia,6.3203562,-10.8060492
2951,The Republic of the Philippines,38.9074546,-77.038127
2952,street.&nbsp,,
2953,Arbat Street,55.7497999,37.5926493
2954,German States,39.9443689,-82.9834419
2955,boycotts,,
2956,bullets.&nbsp,,
2957,Cape Florida,58.0872753,6.7973211
2958,the East Room,50.8720894,0.0066988
2959,the North Vietnamese,34.0810407,-118.2845694
2960,San Clemente,39.4034745,-2.4281278
2961,Viet Cong,49.9205728,15.4730707
2962,the Hawaiian Kingdom,,
2963,the Lake of the Woods,34.1488415,-109.9968463
2964,Governmental,34.9224389,43.4229841
2965,Black Hills,43.869281,-103.5264874
2966,West Point,41.3951027,-73.9550092
2967,the Ottoman Empire,40.025794,30.1792611
2968,Echo,45.7419049,-119.194834
2969,the Republic!,52.4813269,-1.9054517
2970,words:&nbsp;made,,
2971,Nimitz,37.6462298,-80.9600897
2972,Charlottesville,38.029306,-78.4766781
